Upper tier local authorities Code,Upper tier local authorities,Household size (9 categories) Code,Household size (9 categories),Observation,Percentage
E09000021,Kingston upon Thames,0,0 people in household,0,0.0
E09000021,Kingston upon Thames,1,1 person in household,17716,27.0
E09000021,Kingston upon Thames,2,2 people in household,19953,30.4
E09000021,Kingston upon Thames,3,3 people in household,11957,18.22
E09000021,Kingston upon Thames,4,4 people in household,11015,16.78
E09000021,Kingston upon Thames,5,5 people in household,3482,5.31
E09000021,Kingston upon Thames,6,6 people in household,1062,1.62
E09000021,Kingston upon Thames,7,7 people in household,283,0.43
E09000021,Kingston upon Thames,8,8 or more people in household,158,0.24
E09000022,Lambeth,0,0 people in household,0,0.0
E09000022,Lambeth,1,1 person in household,43154,32.04
E09000022,Lambeth,2,2 people in household,44849,33.3
E09000022,Lambeth,3,3 people in household,22469,16.68
E09000022,Lambeth,4,4 people in household,14991,11.13
E09000022,Lambeth,5,5 people in household,5477,4.07
E09000022,Lambeth,6,6 people in household,2164,1.61
E09000022,Lambeth,7,7 people in household,824,0.61
E09000022,Lambeth,8,8 or more people in household,758,0.56
E09000023,Lewisham,0,0 people in household,0,0.0
E09000023,Lewisham,1,1 person in household,37147,30.35
E09000023,Lewisham,2,2 people in household,38233,31.24
E09000023,Lewisham,3,3 people in household,21153,17.28
E09000023,Lewisham,4,4 people in household,15941,13.02
E09000023,Lewisham,5,5 people in household,5867,4.79
E09000023,Lewisham,6,6 people in household,2371,1.94
E09000023,Lewisham,7,7 people in household,874,0.71
E09000023,Lewisham,8,8 or more people in household,809,0.66
E09000024,Merton,0,0 people in household,0,0.0
E09000024,Merton,1,1 person in household,20464,25.04
E09000024,Merton,2,2 people in household,24679,30.2
E09000024,Merton,3,3 people in household,15139,18.52
E09000024,Merton,4,4 people in household,13427,16.43
E09000024,Merton,5,5 people in household,5062,6.19
E09000024,Merton,6,6 people in household,1809,2.21
E09000024,Merton,7,7 people in household,639,0.78
E09000024,Merton,8,8 or more people in household,510,0.62
E09000025,Newham,0,0 people in household,0,0.0
E09000025,Newham,1,1 person in household,27038,23.41
E09000025,Newham,2,2 people in household,29262,25.33
E09000025,Newham,3,3 people in household,19830,17.17
E09000025,Newham,4,4 people in household,17444,15.1
E09000025,Newham,5,5 people in household,10555,9.14
E09000025,Newham,6,6 people in household,5546,4.8
E09000025,Newham,7,7 people in household,2700,2.34
E09000025,Newham,8,8 or more people in household,3133,2.71
E09000026,Redbridge,0,0 people in household,0,0.0
E09000026,Redbridge,1,1 person in household,23886,23.03
E09000026,Redbridge,2,2 people in household,24386,23.51
E09000026,Redbridge,3,3 people in household,18837,18.16
E09000026,Redbridge,4,4 people in household,19096,18.41
E09000026,Redbridge,5,5 people in household,9526,9.18
E09000026,Redbridge,6,6 people in household,4295,4.14
E09000026,Redbridge,7,7 people in household,1955,1.89
E09000026,Redbridge,8,8 or more people in household,1732,1.67
E09000027,Richmond upon Thames,0,0 people in household,0,0.0
E09000027,Richmond upon Thames,1,1 person in household,23871,29.58
E09000027,Richmond upon Thames,2,2 people in household,25216,31.24
E09000027,Richmond upon Thames,3,3 people in household,13861,17.17
E09000027,Richmond upon Thames,4,4 people in household,12962,16.06
E09000027,Richmond upon Thames,5,5 people in household,3615,4.48
E09000027,Richmond upon Thames,6,6 people in household,841,1.04
E09000027,Richmond upon Thames,7,7 people in household,228,0.28
E09000027,Richmond upon Thames,8,8 or more people in household,111,0.14
E09000028,Southwark,0,0 people in household,0,0.0
E09000028,Southwark,1,1 person in household,43348,33.14
E09000028,Southwark,2,2 people in household,42744,32.67
E09000028,Southwark,3,3 people in household,21078,16.11
E09000028,Southwark,4,4 people in household,14423,11.03
E09000028,Southwark,5,5 people in household,5619,4.3
E09000028,Southwark,6,6 people in household,2133,1.63
E09000028,Southwark,7,7 people in household,739,0.56
E09000028,Southwark,8,8 or more people in household,734,0.56
E09000029,Sutton,0,0 people in household,0,0.0
E09000029,Sutton,1,1 person in household,22197,26.95
E09000029,Sutton,2,2 people in household,24218,29.41
E09000029,Sutton,3,3 people in household,15236,18.5
E09000029,Sutton,4,4 people in household,14150,17.18
E09000029,Sutton,5,5 people in household,4648,5.64
E09000029,Sutton,6,6 people in household,1359,1.65
E09000029,Sutton,7,7 people in household,354,0.43
E09000029,Sutton,8,8 or more people in household,189,0.23
E09000030,Tower Hamlets,0,0 people in household,0,0.0
E09000030,Tower Hamlets,1,1 person in household,38531,31.97
E09000030,Tower Hamlets,2,2 people in household,37437,31.06
E09000030,Tower Hamlets,3,3 people in household,17229,14.29
E09000030,Tower Hamlets,4,4 people in household,12514,10.38
E09000030,Tower Hamlets,5,5 people in household,7442,6.17
E09000030,Tower Hamlets,6,6 people in household,4036,3.35
E09000030,Tower Hamlets,7,7 people in household,1747,1.45
E09000030,Tower Hamlets,8,8 or more people in household,1603,1.33
E09000031,Waltham Forest,0,0 people in household,0,0.0
E09000031,Waltham Forest,1,1 person in household,26696,25.94
E09000031,Waltham Forest,2,2 people in household,29957,29.11
E09000031,Waltham Forest,3,3 people in household,18668,18.14
E09000031,Waltham Forest,4,4 people in household,15319,14.89
E09000031,Waltham Forest,5,5 people in household,6585,6.4
E09000031,Waltham Forest,6,6 people in household,2968,2.88
E09000031,Waltham Forest,7,7 people in household,1329,1.29
E09000031,Waltham Forest,8,8 or more people in household,1379,1.34
E09000032,Wandsworth,0,0 people in household,0,0.0
E09000032,Wandsworth,1,1 person in household,41132,29.94
E09000032,Wandsworth,2,2 people in household,46877,34.12
E09000032,Wandsworth,3,3 people in household,23047,16.77
E09000032,Wandsworth,4,4 people in household,17358,12.63
E09000032,Wandsworth,5,5 people in household,6119,4.45
E09000032,Wandsworth,6,6 people in household,1839,1.34
E09000032,Wandsworth,7,7 people in household,609,0.44
E09000032,Wandsworth,8,8 or more people in household,412,0.3
E09000033,Westminster,0,0 people in household,0,0.0
E09000033,Westminster,1,1 person in household,40443,42.65
E09000033,Westminster,2,2 people in household,28605,30.17
E09000033,Westminster,3,3 people in household,12069,12.73
E09000033,Westminster,4,4 people in household,7583,8.0
E09000033,Westminster,5,5 people in household,3620,3.82
E09000033,Westminster,6,6 people in household,1455,1.53
E09000033,Westminster,7,7 people in household,491,0.52
E09000033,Westminster,8,8 or more people in household,549,0.58
E10000003,Cambridgeshire,0,0 people in household,0,0.0
E10000003,Cambridgeshire,1,1 person in household,78876,28.41
E10000003,Cambridgeshire,2,2 people in household,101007,36.38
E10000003,Cambridgeshire,3,3 people in household,44288,15.95
E10000003,Cambridgeshire,4,4 people in household,37229,13.41
E10000003,Cambridgeshire,5,5 people in household,11189,4.03
E10000003,Cambridgeshire,6,6 people in household,3164,1.14
E10000003,Cambridgeshire,7,7 people in household,936,0.34
E10000003,Cambridgeshire,8,8 or more people in household,945,0.34
E10000006,Cumbria,0,0 people in household,0,0.0
E10000006,Cumbria,1,1 person in household,77432,33.82
E10000006,Cumbria,2,2 people in household,85807,37.48
E10000006,Cumbria,3,3 people in household,31836,13.9
E10000006,Cumbria,4,4 people in household,24174,10.56
E10000006,Cumbria,5,5 people in household,7146,3.12
E10000006,Cumbria,6,6 people in household,1845,0.81
E10000006,Cumbria,7,7 people in household,455,0.2
E10000006,Cumbria,8,8 or more people in household,259,0.11
E10000007,Derbyshire,0,0 people in household,0,0.0
E10000007,Derbyshire,1,1 person in household,109710,30.97
E10000007,Derbyshire,2,2 people in household,133808,37.78
E10000007,Derbyshire,3,3 people in household,54098,15.27
E10000007,Derbyshire,4,4 people in household,40938,11.56
E10000007,Derbyshire,5,5 people in household,11551,3.26
E10000007,Derbyshire,6,6 people in household,2977,0.84
E10000007,Derbyshire,7,7 people in household,782,0.22
E10000007,Derbyshire,8,8 or more people in household,349,0.1
E10000008,Devon,0,0 people in household,0,0.0
E10000008,Devon,1,1 person in household,107230,30.41
E10000008,Devon,2,2 people in household,137589,39.02
E10000008,Devon,3,3 people in household,49088,13.92
E10000008,Devon,4,4 people in household,40025,11.35
E10000008,Devon,5,5 people in household,12975,3.68
E10000008,Devon,6,6 people in household,3912,1.11
E10000008,Devon,7,7 people in household,1119,0.32
E10000008,Devon,8,8 or more people in household,683,0.19
E10000011,East Sussex,0,0 people in household,0,0.0
E10000011,East Sussex,1,1 person in household,76642,31.92
E10000011,East Sussex,2,2 people in household,88850,37.0
E10000011,East Sussex,3,3 people in household,34506,14.37
E10000011,East Sussex,4,4 people in household,27253,11.35
E10000011,East Sussex,5,5 people in household,9047,3.77
E10000011,East Sussex,6,6 people in household,2655,1.11
E10000011,East Sussex,7,7 people in household,787,0.33
E10000011,East Sussex,8,8 or more people in household,378,0.16
E10000012,Essex,0,0 people in household,0,0.0
E10000012,Essex,1,1 person in household,177924,28.4
E10000012,Essex,2,2 people in household,218402,34.86
E10000012,Essex,3,3 people in household,102291,16.33
E10000012,Essex,4,4 people in household,88815,14.18
E10000012,Essex,5,5 people in household,27939,4.46
E10000012,Essex,6,6 people in household,7809,1.25
E10000012,Essex,7,7 people in household,2231,0.36
E10000012,Essex,8,8 or more people in household,1061,0.17
E10000013,Gloucestershire,0,0 people in household,0,0.0
E10000013,Gloucestershire,1,1 person in household,84836,30.36
E10000013,Gloucestershire,2,2 people in household,103560,37.06
E10000013,Gloucestershire,3,3 people in household,41741,14.94
E10000013,Gloucestershire,4,4 people in household,34727,12.43
E10000013,Gloucestershire,5,5 people in household,10496,3.76
E10000013,Gloucestershire,6,6 people in household,2871,1.03
E10000013,Gloucestershire,7,7 people in household,769,0.28
E10000013,Gloucestershire,8,8 or more people in household,427,0.15
E10000014,Hampshire,0,0 people in household,0,0.0
E10000014,Hampshire,1,1 person in household,161702,27.51
E10000014,Hampshire,2,2 people in household,218926,37.25
E10000014,Hampshire,3,3 people in household,93717,15.95
E10000014,Hampshire,4,4 people in household,80397,13.68
E10000014,Hampshire,5,5 people in household,23871,4.06
E10000014,Hampshire,6,6 people in household,6506,1.11
E10000014,Hampshire,7,7 people in household,1712,0.29
E10000014,Hampshire,8,8 or more people in household,864,0.15
E10000015,Hertfordshire,0,0 people in household,0,0.0
E10000015,Hertfordshire,1,1 person in household,134069,27.76
E10000015,Hertfordshire,2,2 people in household,154744,32.05
E10000015,Hertfordshire,3,3 people in household,83533,17.3
E10000015,Hertfordshire,4,4 people in household,77205,15.99
E10000015,Hertfordshire,5,5 people in household,23898,4.95
E10000015,Hertfordshire,6,6 people in household,6604,1.37
E10000015,Hertfordshire,7,7 people in household,1764,0.37
E10000015,Hertfordshire,8,8 or more people in household,1075,0.22
E10000016,Kent,0,0 people in household,0,0.0
E10000016,Kent,1,1 person in household,183814,28.35
E10000016,Kent,2,2 people in household,225024,34.7
E10000016,Kent,3,3 people in household,106015,16.35
E10000016,Kent,4,4 people in household,90015,13.88
E10000016,Kent,5,5 people in household,30313,4.68
E10000016,Kent,6,6 people in household,9055,1.4
E10000016,Kent,7,7 people in household,2718,0.42
E10000016,Kent,8,8 or more people in household,1439,0.22
E10000017,Lancashire,0,0 people in household,0,0.0
E10000017,Lancashire,1,1 person in household,165178,31.45
E10000017,Lancashire,2,2 people in household,184488,35.12
E10000017,Lancashire,3,3 people in household,81574,15.53
E10000017,Lancashire,4,4 people in household,61511,11.71
E10000017,Lancashire,5,5 people in household,21232,4.04
E10000017,Lancashire,6,6 people in household,7148,1.36
E10000017,Lancashire,7,7 people in household,2446,0.47
E10000017,Lancashire,8,8 or more people in household,1670,0.32
E10000018,Leicestershire,0,0 people in household,0,0.0
E10000018,Leicestershire,1,1 person in household,81648,27.55
E10000018,Leicestershire,2,2 people in household,109324,36.88
E10000018,Leicestershire,3,3 people in household,48112,16.23
E10000018,Leicestershire,4,4 people in household,40282,13.59
E10000018,Leicestershire,5,5 people in household,12077,4.07
E10000018,Leicestershire,6,6 people in household,3403,1.15
E10000018,Leicestershire,7,7 people in household,1034,0.35
E10000018,Leicestershire,8,8 or more people in household,528,0.18
E10000019,Lincolnshire,0,0 people in household,0,0.0
E10000019,Lincolnshire,1,1 person in household,97972,29.37
E10000019,Lincolnshire,2,2 people in household,131198,39.33
E10000019,Lincolnshire,3,3 people in household,49958,14.98
E10000019,Lincolnshire,4,4 people in household,37290,11.18
E10000019,Lincolnshire,5,5 people in household,12060,3.62
E10000019,Lincolnshire,6,6 people in household,3477,1.04
E10000019,Lincolnshire,7,7 people in household,1055,0.32
E10000019,Lincolnshire,8,8 or more people in household,542,0.16
E10000020,Norfolk,0,0 people in household,0,0.0
E10000020,Norfolk,1,1 person in household,125512,31.04
E10000020,Norfolk,2,2 people in household,156242,38.64
E10000020,Norfolk,3,3 people in household,58000,14.34
E10000020,Norfolk,4,4 people in household,44486,11.0
E10000020,Norfolk,5,5 people in household,14038,3.47
E10000020,Norfolk,6,6 people in household,4247,1.05
E10000020,Norfolk,7,7 people in household,1213,0.3
E10000020,Norfolk,8,8 or more people in household,601,0.15
E10000023,North Yorkshire,0,0 people in household,0,0.0
E10000023,North Yorkshire,1,1 person in household,84891,30.94
E10000023,North Yorkshire,2,2 people in household,108052,39.38
E10000023,North Yorkshire,3,3 people in household,39068,14.24
E10000023,North Yorkshire,4,4 people in household,30707,11.19
E10000023,North Yorkshire,5,5 people in household,8659,3.16
E10000023,North Yorkshire,6,6 people in household,2221,0.81
E10000023,North Yorkshire,7,7 people in household,560,0.2
E10000023,North Yorkshire,8,8 or more people in household,223,0.08
E10000024,Nottinghamshire,0,0 people in household,0,0.0
E10000024,Nottinghamshire,1,1 person in household,105673,29.59
E10000024,Nottinghamshire,2,2 people in household,132937,37.22
E10000024,Nottinghamshire,3,3 people in household,57142,16.0
E10000024,Nottinghamshire,4,4 people in household,43728,12.24
E10000024,Nottinghamshire,5,5 people in household,12828,3.59
E10000024,Nottinghamshire,6,6 people in household,3378,0.95
E10000024,Nottinghamshire,7,7 people in household,966,0.27
E10000024,Nottinghamshire,8,8 or more people in household,469,0.13
E10000025,Oxfordshire,0,0 people in household,0,0.0
E10000025,Oxfordshire,1,1 person in household,78183,27.14
E10000025,Oxfordshire,2,2 people in household,102960,35.74
E10000025,Oxfordshire,3,3 people in household,47456,16.47
E10000025,Oxfordshire,4,4 people in household,40432,14.03
E10000025,Oxfordshire,5,5 people in household,12997,4.51
E10000025,Oxfordshire,6,6 people in household,3829,1.33
E10000025,Oxfordshire,7,7 people in household,1351,0.47
E10000025,Oxfordshire,8,8 or more people in household,901,0.31
E10000027,Somerset,0,0 people in household,0,0.0
E10000027,Somerset,1,1 person in household,76028,30.4
E10000027,Somerset,2,2 people in household,96047,38.4
E10000027,Somerset,3,3 people in household,36599,14.63
E10000027,Somerset,4,4 people in household,28566,11.42
E10000027,Somerset,5,5 people in household,9185,3.67
E10000027,Somerset,6,6 people in household,2580,1.03
E10000027,Somerset,7,7 people in household,728,0.29
E10000027,Somerset,8,8 or more people in household,387,0.15
E10000028,Staffordshire,0,0 people in household,0,0.0
E10000028,Staffordshire,1,1 person in household,108215,28.84
E10000028,Staffordshire,2,2 people in household,140924,37.56
E10000028,Staffordshire,3,3 people in household,60620,16.16
E10000028,Staffordshire,4,4 people in household,45903,12.23
E10000028,Staffordshire,5,5 people in household,13994,3.73
E10000028,Staffordshire,6,6 people in household,3814,1.02
E10000028,Staffordshire,7,7 people in household,1121,0.3
E10000028,Staffordshire,8,8 or more people in household,629,0.17
E10000029,Suffolk,0,0 people in household,0,0.0
E10000029,Suffolk,1,1 person in household,103942,31.16
E10000029,Suffolk,2,2 people in household,125135,37.52
E10000029,Suffolk,3,3 people in household,48082,14.42
E10000029,Suffolk,4,4 people in household,38932,11.67
E10000029,Suffolk,5,5 people in household,12496,3.75
E10000029,Suffolk,6,6 people in household,3524,1.06
E10000029,Suffolk,7,7 people in household,1004,0.3
E10000029,Suffolk,8,8 or more people in household,427,0.13
E10000030,Surrey,0,0 people in household,0,0.0
E10000030,Surrey,1,1 person in household,130426,27.07
E10000030,Surrey,2,2 people in household,161335,33.48
E10000030,Surrey,3,3 people in household,81437,16.9
E10000030,Surrey,4,4 people in household,77705,16.13
E10000030,Surrey,5,5 people in household,22609,4.69
E10000030,Surrey,6,6 people in household,5796,1.2
E10000030,Surrey,7,7 people in household,1641,0.34
E10000030,Surrey,8,8 or more people in household,869,0.18
E10000031,Warwickshire,0,0 people in household,0,0.0
E10000031,Warwickshire,1,1 person in household,73068,28.85
E10000031,Warwickshire,2,2 people in household,91843,36.26
E10000031,Warwickshire,3,3 people in household,41430,16.36
E10000031,Warwickshire,4,4 people in household,33057,13.05
E10000031,Warwickshire,5,5 people in household,9837,3.88
E10000031,Warwickshire,6,6 people in household,2779,1.1
E10000031,Warwickshire,7,7 people in household,813,0.32
E10000031,Warwickshire,8,8 or more people in household,434,0.17
E10000032,West Sussex,0,0 people in household,0,0.0
E10000032,West Sussex,1,1 person in household,111259,29.65
E10000032,West Sussex,2,2 people in household,135565,36.13
E10000032,West Sussex,3,3 people in household,57949,15.44
E10000032,West Sussex,4,4 people in household,49267,13.13
E10000032,West Sussex,5,5 people in household,15195,4.05
E10000032,West Sussex,6,6 people in household,4248,1.13
E10000032,West Sussex,7,7 people in household,1125,0.3
E10000032,West Sussex,8,8 or more people in household,608,0.16
E10000034,Worcestershire,0,0 people in household,0,0.0
E10000034,Worcestershire,1,1 person in household,76079,29.27
E10000034,Worcestershire,2,2 people in household,97189,37.39
E10000034,Worcestershire,3,3 people in household,40915,15.74
E10000034,Worcestershire,4,4 people in household,32304,12.43
E10000034,Worcestershire,5,5 people in household,9639,3.71
E10000034,Worcestershire,6,6 people in household,2657,1.02
E10000034,Worcestershire,7,7 people in household,778,0.3
E10000034,Worcestershire,8,8 or more people in household,373,0.14
W06000001,Isle of Anglesey,0,0 people in household,0,0.0
W06000001,Isle of Anglesey,1,1 person in household,10189,33.06
W06000001,Isle of Anglesey,2,2 people in household,11246,36.49
W06000001,Isle of Anglesey,3,3 people in household,4435,14.39
W06000001,Isle of Anglesey,4,4 people in household,3284,10.65
W06000001,Isle of Anglesey,5,5 people in household,1195,3.88
W06000001,Isle of Anglesey,6,6 people in household,325,1.05
W06000001,Isle of Anglesey,7,7 people in household,89,0.29
W06000001,Isle of Anglesey,8,8 or more people in household,59,0.19
W06000002,Gwynedd,0,0 people in household,0,0.0
W06000002,Gwynedd,1,1 person in household,17664,34.56
W06000002,Gwynedd,2,2 people in household,17612,34.46
W06000002,Gwynedd,3,3 people in household,7155,14.0
W06000002,Gwynedd,4,4 people in household,5531,10.82
W06000002,Gwynedd,5,5 people in household,2157,4.22
W06000002,Gwynedd,6,6 people in household,678,1.33
W06000002,Gwynedd,7,7 people in household,191,0.37
W06000002,Gwynedd,8,8 or more people in household,117,0.23
W06000003,Conwy,0,0 people in household,0,0.0
W06000003,Conwy,1,1 person in household,17909,34.29
W06000003,Conwy,2,2 people in household,19249,36.85
W06000003,Conwy,3,3 people in household,7443,14.25
W06000003,Conwy,4,4 people in household,5156,9.87
W06000003,Conwy,5,5 people in household,1723,3.3
W06000003,Conwy,6,6 people in household,507,0.97
W06000003,Conwy,7,7 people in household,153,0.29
W06000003,Conwy,8,8 or more people in household,95,0.18
W06000004,Denbighshire,0,0 people in household,0,0.0
W06000004,Denbighshire,1,1 person in household,14107,33.28
W06000004,Denbighshire,2,2 people in household,15214,35.89
W06000004,Denbighshire,3,3 people in household,6170,14.56
W06000004,Denbighshire,4,4 people in household,4510,10.64
W06000004,Denbighshire,5,5 people in household,1612,3.8
W06000004,Denbighshire,6,6 people in household,528,1.25
W06000004,Denbighshire,7,7 people in household,171,0.4
W06000004,Denbighshire,8,8 or more people in household,75,0.18
W06000005,Flintshire,0,0 people in household,0,0.0
W06000005,Flintshire,1,1 person in household,19471,29.1
W06000005,Flintshire,2,2 people in household,24340,36.38
W06000005,Flintshire,3,3 people in household,11233,16.79
W06000005,Flintshire,4,4 people in household,8479,12.67
W06000005,Flintshire,5,5 people in household,2498,3.73
W06000005,Flintshire,6,6 people in household,661,0.99
W06000005,Flintshire,7,7 people in household,161,0.24
W06000005,Flintshire,8,8 or more people in household,68,0.1
W06000006,Wrexham,0,0 people in household,0,0.0
W06000006,Wrexham,1,1 person in household,17662,30.5
W06000006,Wrexham,2,2 people in household,20423,35.26
W06000006,Wrexham,3,3 people in household,9795,16.91
W06000006,Wrexham,4,4 people in household,7055,12.18
W06000006,Wrexham,5,5 people in household,2162,3.73
W06000006,Wrexham,6,6 people in household,592,1.02
W06000006,Wrexham,7,7 people in household,156,0.27
W06000006,Wrexham,8,8 or more people in household,69,0.12
W06000008,Ceredigion,0,0 people in household,0,0.0
W06000008,Ceredigion,1,1 person in household,10202,33.02
W06000008,Ceredigion,2,2 people in household,11845,38.34
W06000008,Ceredigion,3,3 people in household,4045,13.09
W06000008,Ceredigion,4,4 people in household,3103,10.04
W06000008,Ceredigion,5,5 people in household,1124,3.64
W06000008,Ceredigion,6,6 people in household,380,1.23
W06000008,Ceredigion,7,7 people in household,114,0.37
W06000008,Ceredigion,8,8 or more people in household,79,0.26
W06000009,Pembrokeshire,0,0 people in household,0,0.0
W06000009,Pembrokeshire,1,1 person in household,18507,33.35
W06000009,Pembrokeshire,2,2 people in household,20546,37.03
W06000009,Pembrokeshire,3,3 people in household,7797,14.05
W06000009,Pembrokeshire,4,4 people in household,5691,10.26
W06000009,Pembrokeshire,5,5 people in household,2084,3.76
W06000009,Pembrokeshire,6,6 people in household,585,1.05
W06000009,Pembrokeshire,7,7 people in household,189,0.34
W06000009,Pembrokeshire,8,8 or more people in household,88,0.16
W06000010,Carmarthenshire,0,0 people in household,0,0.0
W06000010,Carmarthenshire,1,1 person in household,25349,31.0
W06000010,Carmarthenshire,2,2 people in household,29813,36.46
W06000010,Carmarthenshire,3,3 people in household,12553,15.35
W06000010,Carmarthenshire,4,4 people in household,9392,11.49
W06000010,Carmarthenshire,5,5 people in household,3222,3.94
W06000010,Carmarthenshire,6,6 people in household,980,1.2
W06000010,Carmarthenshire,7,7 people in household,291,0.36
W06000010,Carmarthenshire,8,8 or more people in household,159,0.19
W06000011,Swansea,0,0 people in household,0,0.0
W06000011,Swansea,1,1 person in household,36154,34.44
W06000011,Swansea,2,2 people in household,35218,33.55
W06000011,Swansea,3,3 people in household,15877,15.13
W06000011,Swansea,4,4 people in household,12001,11.43
W06000011,Swansea,5,5 people in household,3996,3.81
W06000011,Swansea,6,6 people in household,1171,1.12
W06000011,Swansea,7,7 people in household,367,0.35
W06000011,Swansea,8,8 or more people in household,178,0.17
W06000012,Neath Port Talbot,0,0 people in household,0,0.0
W06000012,Neath Port Talbot,1,1 person in household,20368,32.65
W06000012,Neath Port Talbot,2,2 people in household,21531,34.52
W06000012,Neath Port Talbot,3,3 people in household,10255,16.44
W06000012,Neath Port Talbot,4,4 people in household,7283,11.68
W06000012,Neath Port Talbot,5,5 people in household,2151,3.45
W06000012,Neath Port Talbot,6,6 people in household,578,0.93
W06000012,Neath Port Talbot,7,7 people in household,154,0.25
W06000012,Neath Port Talbot,8,8 or more people in household,56,0.09
W06000013,Bridgend,0,0 people in household,0,0.0
W06000013,Bridgend,1,1 person in household,18664,29.93
W06000013,Bridgend,2,2 people in household,22412,35.94
W06000013,Bridgend,3,3 people in household,10481,16.81
W06000013,Bridgend,4,4 people in household,7461,11.96
W06000013,Bridgend,5,5 people in household,2420,3.88
W06000013,Bridgend,6,6 people in household,651,1.04
W06000013,Bridgend,7,7 people in household,163,0.26
W06000013,Bridgend,8,8 or more people in household,108,0.17
W06000014,Vale of Glamorgan,0,0 people in household,0,0.0
W06000014,Vale of Glamorgan,1,1 person in household,17841,31.06
W06000014,Vale of Glamorgan,2,2 people in household,20368,35.46
W06000014,Vale of Glamorgan,3,3 people in household,9111,15.86
W06000014,Vale of Glamorgan,4,4 people in household,7186,12.51
W06000014,Vale of Glamorgan,5,5 people in household,2275,3.96
W06000014,Vale of Glamorgan,6,6 people in household,496,0.86
W06000014,Vale of Glamorgan,7,7 people in household,124,0.22
W06000014,Vale of Glamorgan,8,8 or more people in household,45,0.08
W06000015,Cardiff,0,0 people in household,0,0.0
W06000015,Cardiff,1,1 person in household,47463,32.21
W06000015,Cardiff,2,2 people in household,47353,32.14
W06000015,Cardiff,3,3 people in household,23187,15.74
W06000015,Cardiff,4,4 people in household,18472,12.54
W06000015,Cardiff,5,5 people in household,6717,4.56
W06000015,Cardiff,6,6 people in household,2479,1.68
W06000015,Cardiff,7,7 people in household,976,0.66
W06000015,Cardiff,8,8 or more people in household,686,0.47
W06000016,Rhondda Cynon Taf,0,0 people in household,0,0.0
W06000016,Rhondda Cynon Taf,1,1 person in household,32170,31.13
W06000016,Rhondda Cynon Taf,2,2 people in household,35250,34.11
W06000016,Rhondda Cynon Taf,3,3 people in household,17769,17.19
W06000016,Rhondda Cynon Taf,4,4 people in household,12881,12.46
W06000016,Rhondda Cynon Taf,5,5 people in household,4015,3.89
W06000016,Rhondda Cynon Taf,6,6 people in household,922,0.89
W06000016,Rhondda Cynon Taf,7,7 people in household,230,0.22
W06000016,Rhondda Cynon Taf,8,8 or more people in household,103,0.1
W06000018,Caerphilly,0,0 people in household,0,0.0
W06000018,Caerphilly,1,1 person in household,22965,30.12
W06000018,Caerphilly,2,2 people in household,26687,35.0
W06000018,Caerphilly,3,3 people in household,13138,17.23
W06000018,Caerphilly,4,4 people in household,9500,12.46
W06000018,Caerphilly,5,5 people in household,2922,3.83
W06000018,Caerphilly,6,6 people in household,752,0.99
W06000018,Caerphilly,7,7 people in household,203,0.27
W06000018,Caerphilly,8,8 or more people in household,90,0.12
W06000019,Blaenau Gwent,0,0 people in household,0,0.0
W06000019,Blaenau Gwent,1,1 person in household,10175,33.54
W06000019,Blaenau Gwent,2,2 people in household,10462,34.48
W06000019,Blaenau Gwent,3,3 people in household,5174,17.05
W06000019,Blaenau Gwent,4,4 people in household,3182,10.49
W06000019,Blaenau Gwent,5,5 people in household,1020,3.36
W06000019,Blaenau Gwent,6,6 people in household,231,0.76
W06000019,Blaenau Gwent,7,7 people in household,71,0.23
W06000019,Blaenau Gwent,8,8 or more people in household,25,0.08
W06000020,Torfaen,0,0 people in household,0,0.0
W06000020,Torfaen,1,1 person in household,12316,30.61
W06000020,Torfaen,2,2 people in household,14189,35.26
W06000020,Torfaen,3,3 people in household,6866,17.06
W06000020,Torfaen,4,4 people in household,4784,11.89
W06000020,Torfaen,5,5 people in household,1478,3.67
W06000020,Torfaen,6,6 people in household,428,1.06
W06000020,Torfaen,7,7 people in household,121,0.3
W06000020,Torfaen,8,8 or more people in household,59,0.15
W06000021,Monmouthshire,0,0 people in household,0,0.0
W06000021,Monmouthshire,1,1 person in household,12287,30.02
W06000021,Monmouthshire,2,2 people in household,15862,38.76
W06000021,Monmouthshire,3,3 people in household,6144,15.01
W06000021,Monmouthshire,4,4 people in household,4765,11.64
W06000021,Monmouthshire,5,5 people in household,1387,3.39
W06000021,Monmouthshire,6,6 people in household,347,0.85
W06000021,Monmouthshire,7,7 people in household,89,0.22
W06000021,Monmouthshire,8,8 or more people in household,44,0.11
W06000022,Newport,0,0 people in household,0,0.0
W06000022,Newport,1,1 person in household,19997,30.27
W06000022,Newport,2,2 people in household,21708,32.86
W06000022,Newport,3,3 people in household,11114,16.83
W06000022,Newport,4,4 people in household,8436,12.77
W06000022,Newport,5,5 people in household,2914,4.41
W06000022,Newport,6,6 people in household,1031,1.56
W06000022,Newport,7,7 people in household,437,0.66
W06000022,Newport,8,8 or more people in household,416,0.63
W06000023,Powys,0,0 people in household,0,0.0
W06000023,Powys,1,1 person in household,19841,32.97
W06000023,Powys,2,2 people in household,22962,38.15
W06000023,Powys,3,3 people in household,8037,13.35
W06000023,Powys,4,4 people in household,6194,10.29
W06000023,Powys,5,5 people in household,2269,3.77
W06000023,Powys,6,6 people in household,597,0.99
W06000023,Powys,7,7 people in household,192,0.32
